symbol,sector,industry,website,longBusinessSummary,address1,city,state,zip,country,latitude,longitude,fullTimeEmployees
PDLB,Financial Services,Banks—Regional,https://www.poncebank.com,"Ponce Financial Group, Inc. operates as the bank holding company for Ponce Bank that provides various banking products and services. It accepts various deposit products, including demand accounts, NOW/IOLA accounts, money market accounts, reciprocal deposits, savings accounts, and certificates of deposit. The company also provides mortgage loans, which includes one-to-four family investor-owned and owner-occupied residential, multifamily residential, nonresidential property, construction and land, commercial and industrial, business, and consumer loans; lines of credit; and paycheck protection program. In addition, it invests in securities, which consist of U.S. Government and federal agency securities and securities issued by government-sponsored or government-owned enterprises, as well as mortgage-backed securities, corporate bonds and obligations, and Federal Home Loan Bank stock. The company was founded in 1960 and is headquartered in Bronx, New York.",2244 Westchester Avenue,Bronx,NY,10462,United States,40.834133248233286,-73.85097779047256,251.0
NKSH,Financial Services,Banks—Regional,https://www.nationalbankshares.com,"National Bankshares, Inc. operates as the bank holding company for the National Bank of Blacksburg that provides retail and commercial banking products and services to individuals, businesses, non-profits, and local governments. The company accepts interest-bearing and non-interest bearing demand deposit accounts, money market deposit accounts, savings accounts, certificates of deposit, health savings accounts, and individual retirement accounts. Its loan products include commercial and agricultural, commercial real estate, residential real estate, home equity, and various consumer loan products, as well as loans for the construction of commercial and residential properties. The company also provides business and consumer debit and credit cards; letters of credit, night depository services, safe deposit boxes, utility payment services, and automatic funds transfer; wealth management, trust, and estate services; non-deposit investment and insurance products; and telephone, mobile, and Internet banking services. The company was founded in 1891 and is headquartered in Blacksburg, Virginia.",101 Hubbard Street,Blacksburg,VA,24062-9002,United States,37.208561020534745,-80.39979998040936,231.0
CHMG,Financial Services,Banks—Regional,https://www.chemungcanal.com,"Chemung Financial Corporation operates as the holding company for Chemung Canal Trust Company that provides a range of banking, financing, fiduciary, and other financial services. The company provides demand, savings, and time deposits; non-interest and interest-bearing checking accounts; and insured money market accounts. It also offers commercial and agricultural loans comprising loans to small to mid-sized businesses; commercial mortgage loans; residential mortgage loans; consumer loans, including home equity lines of credit and home equity term loans; and interest rate swaps, letters of credit, wealth management, employee benefit plans, insurance products, mutual fund, and brokerage services. In addition, the company provides annuities, brokerage, and tax preparation services. Further, it offers guardian, custodian, and trustee services, as well as acts as an agent for pension, profit-sharing, and other employee benefit trusts; and various investment, pension, estate planning, and employee benefit administrative services. Chemung Financial Corporation was founded in 1833 and is headquartered in Elmira, New York.",One Chemung Canal Plaza,Elmira,NY,14901,United States,42.08866485026138,-76.80314343273785,340.0
PWOD,Financial Services,Banks—Regional,https://www.pwod.com,"Penns Woods Bancorp, Inc. operates as the bank holding company for Jersey Shore State Bank, which provides commercial and retail banking services to individuals, partnerships, non-profit organizations, and corporations. It accepts time, demand, and savings deposits, including super NOW accounts, statement savings accounts, money market accounts, and certificates of deposit, as well as checking and IRAs accounts. The company also offers loan products comprising residential, commercial, and construction real estate loans; agricultural loans for the purchase or improvement of real estate; commercial loans for the acquisition and improvement of real estate, purchase of equipment, and working capital purposes; letters of credit; consumer loans, such as construction and residential mortgages, home equity loans and lines, automobile financing, personal loans and lines of credit, and overdraft and check lines; and revolving credit loans with overdraft protection. In addition, it provides securities brokerage and financial planning services, which include the sale of life insurance products, annuities, and estate planning services; property and casualty, and auto insurance products; safe deposit services; ATM services; and Internet and telephone banking services. Further, the company engages in real estate transactions and investment activities. It operates through a network of offices located in Clinton, Lycoming, Centre, Montour, Union, Blair, and Luzerne Counties, Pennsylvania. The company was founded in 1934 and is headquartered in Williamsport, Pennsylvania.",300 Market Street,Williamsport,PA,17703-0967,United States,41.24160300066768,-77.0005960096608,302.0
ATLO,Financial Services,Banks—Regional,https://www.amesnational.com,"Ames National Corporation operates as a multi-bank holding company that provides banking products and services primarily in Boone, Clarke, Hancock, Marshall, Polk, Story, and Union counties in central, north central, and south-central Iowa. The company accepts a range of deposits, including checking and savings accounts; and time deposits, such as money market accounts and certificates of deposit. It also provides loans, such as short-term and medium-term commercial and agricultural real estate, residential real estate loans, equipment, vehicle, and home improvement loans; consumer loans to finance consumer purchases, such as automobiles, trucks, recreational vehicles, household furnishings, boats, personal loans, and lines of credit; agricultural and business operating loans and lines of credit; and originates mortgage loans for sale into the secondary market. In addition, the company offers cash management, merchant credit card processing, safe deposit box, wire transfer, direct deposit of payroll and social security check, and automated/video teller machine access services; and automatic drafts for various accounts, as well as wealth management services. Further, it provides farm management, investment, and custodial services for individuals, businesses, and non-profit organizations; and online, mobile, and private banking services. Ames National Corporation was founded in 1903 and is headquartered in Ames, Iowa.",405 5th Street,Ames,IA,50010,United States,42.02614301909978,-93.61591904126848,254.0
COFS,Financial Services,Banks—Regional,https://www.choiceone.com,"ChoiceOne Financial Services, Inc. operates as the bank holding company for ChoiceOne Bank that provides banking services to corporations, partnerships, and individuals in Michigan. The company offers various deposit products, including time, savings, and demand deposits, safe deposit, and automated transaction machine services. It also provides commercial lending products, such as business, industry, agricultural, construction, inventory, and real estate loans; and consumer loans comprising direct and indirect loans to consumers and purchasers of residential and real properties. In addition, the company offers alternative investment products, which include annuities and mutual funds; and sells insurance policies, such as life and health for commercial and consumer clients. Further, it provides trust and wealth management services. ChoiceOne Financial Services, Inc. was founded in 1898 and is headquartered in Sparta, Michigan.",109 East Division Street,Sparta,MI,49345-0186,United States,43.161127014626345,-85.70744101223882,376.0
CVLY,Financial Services,Banks—Regional,https://www.peoplesbanknet.com,"Codorus Valley Bancorp, Inc. operates as the bank holding company for the PeoplesBank that provides community banking services in South Central Pennsylvania and Central Maryland. The company accepts demand, money market, time, and savings deposits, as well as certificates of deposit. It also offers commercial loans, such as builder and developer, commercial and residential real estate investor, hotel/motel, wholesale and retail, agriculture, manufacturing, and other loans; and consumer loans, including residential mortgage, home equity, and others. In addition, the company provides mortgage and wealth management services; and sells non-deposit investment products. The company was founded in 1864 and is headquartered in York, Pennsylvania.",105 Leader Heights Road,York,PA,17403,United States,39.91019400763801,-76.70764396745136,315.0
VABK,Financial Services,Banks—Regional,https://www.vnb.com,"Virginia National Bankshares Corporation operates as the holding company for Virginia National Bank that provides a range of commercial and retail banking services. The company operates through four segments: Bank, Sturman Wealth Advisors, VNB Trust and Estate Services, and Masonry Capital. It provides checking accounts, demand deposits, NOW accounts, money market deposit accounts, time deposits, certificates of deposit, individual retirement accounts, and other depository services. The company also offers commercial and industrial loans, real estate construction and land loans, commercial real estate loans, and 1-4 family residential mortgages, as well as consumer loans comprising student loans, revolving credit, and other fixed payment loans. In addition, it provides automated teller machines, internet banking, treasury, and cash management services; merchant and debit card services; and wealth and investment advisory, brokerage, insurance, consulting, and related services. Further, the company offers investment management, corporate trustee, trust and estate administration, IRA administration, house investment management, and custody services. It serves individuals, businesses, and charitable organizations in the Charlottesville/Albemarle County, Fauquier County, Manassas, Prince William County, Richmond, and Winchester market areas in Virginia. Virginia National Bankshares Corporation was founded in 1998 and is headquartered in Charlottesville, Virginia.",404 People Place,Charlottesville,VA,22911,United States,38.03341698741235,-78.45374099838256,154.0
CBAN,Financial Services,Banks—Regional,https://www.colonybank.com,"Colony Bankcorp, Inc. operates as the bank holding company for Colony Bank that provides various banking products and services to commercial and consumer customers. The company offers deposit products, including demand, savings, and time deposits. It also provides loans to small and medium-sized businesses; residential and commercial construction, and land development loans; commercial real estate loans; commercial loans; agri-business and production loans; residential mortgage loans; home equity loans; and consumer loans. In addition, the company offers internet banking services, electronic bill payment services, safe deposit box rentals, telephone banking, credit and debit card services, and remote depository products, as well as access to a network of ATMs. The company was founded in 1975 and is headquartered in Fitzgerald, Georgia.",115 South Grant Street,Fitzgerald,GA,31750,United States,31.71407600944586,-83.25309503975002,496.0
CVCY,Financial Services,Banks—Regional,https://www.cvcb.com,"Central Valley Community Bancorp operates as the bank holding company for the Central Valley Community Bank that provides various commercial banking services to small and middle-market businesses and individuals in the central valley area of California. The company accepts demand, savings, and time deposits; certificates of deposit; and non-interest-bearing demand deposits, as well as provides NOW and money market accounts. It also provides products, such as commercial and industrial loans, as well as loans secured by crop production and livestock; owner occupied and investor commercial real estate, real estate construction and other land, agricultural real estate, and other real estate loans; and equity loans and lines of credit, and installment and other consumer loans. In addition, the company offers domestic and international wire transfer, safe deposit box, Internet banking, inquiry, account status, bill paying, account transfers, and cash management and other customary banking services. Central Valley Community Bancorp was founded in 1979 and is based in Fresno, California.",7100 North Financial Drive,Fresno,CA,93720,United States,36.8389760036203,-119.77060100053,253.0
BPRN,Financial Services,Banks—Regional,https://www.thebankofprinceton.com,"Princeton Bancorp, Inc. operates as the bank holding company for The Bank of Princeton that provides various banking products and services. It accepts various deposit products, including checking, savings, attorney trust, and money market accounts, as well as certificates of deposit. The company also offers various loan products comprising commercial real estate and multi-family, commercial and industrial, construction, paycheck protection program, residential first-lien mortgage, home equity, and consumer loans. In addition, it provides debit and credit cards, and money orders, direct deposit, automated teller machines, cashier's checks, safe deposit boxes, wire transfers, night depository, remote deposit capture, bank-by-mail, online, and automated telephone banking services, as well as payroll-related services and merchant credit card processing services. Further, the company offers full on-line statements, on-line bill payment, account inquiries, transaction histories and details, and account-to-account transfer services. Princeton Bancorp, Inc. was incorporated in 2007 and is headquartered in Princeton, New Jersey.",183 Bayard Lane,Princeton,NJ,08540,United States,40.35585598571032,-74.66949502689275,175.0
MNSB,Financial Services,Banks—Regional,https://mstreetbank.com,"MainStreet Bancshares, Inc. operates as the bank holding company for MainStreet Bank that provides various banking products and services for individuals, small to medium-sized businesses, and professional service organizations. The company offers demand, NOW, money market, savings, and sweep accounts, as well as certificates of deposit; business and consumer checking, interest-bearing checking, business account analysis, and other depository services; and cash management, wire transfer, check imaging, bill pay, remote deposit capture, and courier services. It also provides commercial loans, include government contract receivables, plant and equipment, general working capital, contract administration, and acquisition loans; commercial real estate, real estate construction, and residential real estate loans; and consumer loans comprising term loans and overdraft protection, as well as debit and credit cards. In addition, the company offers deposit insurance solutions; remote deposit of checks; and internet bill payment, online cash management, and online and mobile banking services. It operates in Herndon, Fairfax, McLean, Leesburg, Clarendon, and Washington D.C., as well as automated teller machines. MainStreet Bancshares, Inc. was incorporated in 2003 and is headquartered in Fairfax, Virginia.",10089 Fairfax Boulevard,Fairfax,VA,22030,United States,38.86190399474552,-77.29288403750066,170.0
FVCB,Financial Services,Banks—Regional,https://www.fvcbank.com,"FVCBankcorp, Inc. operates as the bank holding company for FVCbank that provides various banking products and services in Virginia. It offers deposit products, including interest and noninterest-bearing transaction accounts, savings accounts, money market accounts, and certificates of deposit. The company also provides commercial real estate loans; commercial construction loans; commercial loans for various business purposes, such as for working capital, equipment purchases, lines of credit, and government contract financing; small business administration loans; asset-based loans and accounts receivable financing; home equity loans; and consumer loans. In addition, it offers business and consumer credit cards; merchant services; business insurance products; and online banking, remote deposit, and mobile banking services. The company serves commercial businesses, nonprofit organizations, professional service entities, and their respective owners and employees located in the greater Washington, D.C., and Baltimore metropolitan areas. It operates branch offices in Arlington, Virginia; the independent city of Manassas, Virginia; Reston, Fairfax County, Virginia; Springfield, Fairfax County in Virginia; Montgomery County and Baltimore in Maryland, and Washington, D.C. FVCBankcorp, Inc. was founded in 2007 and is headquartered in Fairfax, Virginia.",11325 Random Hills Road,Fairfax,VA,22030,United States,38.85550747106575,-77.33778430024991,131.0
BRBS,Financial Services,Banks—Regional,https://www.blueridgebankshares.com,"Blue Ridge Bankshares, Inc. operates as a bank holding company for the Blue Ridge Bank, National Association that provides commercial and consumer banking, and financial services. It operates through: Commercial Banking and Mortgage Banking segments. The company accepts checking, savings, money market, cash management, and individual retirement accounts, as well as certificates of deposit. It also offers commercial and industrial, residential mortgages, commercial mortgages, home equity, consumer installment, and guaranteed government loans; and residential mortgage loans and mortgages loans on real estate. In addition, it provides wire, direct deposit payroll, remote deposit, electronic statement, and other services; and property and casualty insurance products to individuals and businesses, as well as online, mobile, and telephone banking services. Further, the company offers employee benefit plans and administration services; management services for personal and corporate trusts, including estate planning and settlement, and trust administration, investment and wealth management, and other insurance products; and wholesale and third-party residential mortgage origination services to other financial institutions and credit unions. It operates in Callao, Charlottesville, Chester, Colonial Heights, Culpeper, Fredericksburg, Gordonsville, Harrisonburg, Hartfield, Henrico, Kilmarnock, Louisa, Luray, Martinsville, Midlothian, Mineral, Montross, Orange, Petersburg, Richmond, Shenandoah, Suffolk, Virginia Beach, Warsaw, and White Stone, Virginia; and Greensboro, North Carolina. Blue Ridge Bankshares, Inc. was founded in 1893 and is headquartered in Charlottesville, Virginia.",1807 Seminole Trail,Charlottesville,VA,22901,United States,38.08621799018525,-78.47054998319156,496.0
MYFW,Financial Services,Banks—Regional,https://www.myfw.com,"First Western Financial, Inc., a financial holding company, provides wealth advisory, private baking, personal trust, investment management, mortgage lending, and institutional asset management services. The company operates through two segments: Wealth Management and Mortgage. The Wealth Management segment provides deposit, loan, life insurance, and trust and investment management advisory products and services. The Mortgage segment engages in soliciting, originating, and selling mortgage loans into the secondary market. It serves entrepreneurs, professionals, high-net worth individuals or families, and business and philanthropic organizations. First Western Financial, Inc. was incorporated in 2002 and is headquartered in Denver, Colorado.",1900 16th Street,Denver,CO,80202,United States,39.753319984187044,-105.0033169635587,365.0
TCFC,Financial Services,Banks—Regional,https://www.cbtc.com,"The Community Financial Corporation operates as the bank holding company for Community Bank of the Chesapeake that provides commercial and retail banking services to individuals and businesses. The company offers demand, savings, money market, and time deposit accounts, as well as certificates of deposit; and commercial real estate and other non-residential real estate, residential first mortgage, residential rental mortgage, construction and land development, home equity and second mortgage, and commercial equipment loans, as well as commercial loan products, including term loans, demand loans, and lines of credit; consumer loans, such as loans for automobiles, boats, recreational vehicles, and trucks, home improvement loans, secured and unsecured personal lines of credit, and credit card loans. It also provides safe deposit box, night depository, cash vault, automated clearinghouse transaction, wire transfer, automated teller machine (ATM), online and telephone banking, retail and business mobile banking, remote deposit capture, reciprocal deposit, merchant card, credit monitoring, investment, positive pay, payroll, account reconciliation, bill pay, credit card, and lockbox services. The company was formerly known as Tri-County Financial Corporation and changed its name to The Community Financial Corporation in October 2013. The Community Financial Corporation was founded in 1950 and is headquartered in Waldorf, Maryland.",3035 Leonardtown Road,Waldorf,MD,20601,United States,38.625180986069694,-76.90959896748402,196.0
PVBC,Financial Services,Banks—Regional,https://www.bankprov.com,"Provident Bancorp, Inc. operates as the bank holding company for BankProv that provides various financial services to individuals and small businesses in the United States. It offers checking, term certificate, NOW, money market, and savings accounts, as well as certificates of deposit. The company also provides commercial business, commercial real estate, multi-family residential real estate, construction and land development, mortgage warehouse, one- to four-family residential, and consumer loans. Provident Bancorp, Inc. was founded in 1828 and is headquartered in Amesbury, Massachusetts.",5 Market Street,Amesbury,MA,01913,United States,42.858205662508595,-70.92975419523648,198.0
ESSA,Financial Services,Banks—Regional,https://www.essabank.com,"ESSA Bancorp, Inc. operates as a bank holding company for ESSA Bank & Trust that provides a range of financial services to individuals, families, and businesses in Pennsylvania. The company accepts savings accounts, interest bearing demand accounts, checking accounts, money market accounts, club accounts, certificates of deposit and IRAs, and other qualified plan accounts, as well as commercial checking accounts. Its loan portfolio includes first mortgage loans for the purchase, construction, or refinancing of one- to four-family residential real estate property; commercial real estate loans; home equity loans and lines of credit; and commercial and other consumer loans, as well as loans secured by deposits and personal unsecured loans. In addition, the company offers insurance benefits consulting services, such as health insurance, life insurance, short term and long term disability, dental, vision, 401(K) retirement planning, and individual health products, as well as asset management and trust, and investment services. It operates community offices, including offices in Monroe County, Lehigh County, Northampton County, Lackawanna County, Luzerne County, Chester County, Delaware County, and Montgomery County, Pennsylvania. The company was founded in 1916 and is headquartered in Stroudsburg, Pennsylvania.",200 Palmer Street,Stroudsburg,PA,18360,United States,40.98220501606454,-75.19523699544149,230.0
SAL,Financial Services,Banks—Regional,https://www.salisburybank.com,"Salisbury Bancorp, Inc. operates as the bank holding company for Salisbury Bank and Trust Company that provides commercial banking, consumer financing, retail banking, and trust and wealth advisory services. It offers various retail and commercial deposit products. The company also provides loans, such as residential and commercial real estate loans; construction loans; commercial loans, such as working capital, equipment financing, financing for leasehold improvements, and financing for expansion; and consumer loans, including home equity loans and lines of credit, collateral loans, and auto and personal installment loans. In addition, it offers a range of fiduciary services, including trust and estate administration, wealth advisory, and investment management services to individuals, families, businesses, and institutions. Further, the company provides additional depositor related services consisting of landlord/tenant lease security accounts and services, merchant services, payroll services, ATM services, bank-by-phone services, Internet banking services, Internet bill pay services, person to person payments, bank to bank transfers, mobile banking services with remote deposit, and online financial management with account aggregation services, as well as cash management services, including remote deposit capture, ACH origination, wire transfers, and positive pay services. Salisbury Bancorp, Inc. was founded in 1848 and is headquartered in Lakeville, Connecticut.",5 Bissell Street,Lakeville,CT,06039,United States,41.96752099411913,-73.4394489756969,
EVBN,Financial Services,Banks—Regional,https://evansbank.com,"Evans Bancorp, Inc. primarily operates as financial holding company for Evans Bank, N.A. that provides a range of banking products and services to consumer and commercial customers in the United States. It operates in two segments: Banking Activities and Insurance Agency Activities. The company offers deposit products, which include checking and negotiable order of withdrawal accounts, savings accounts, and certificates of deposit. It also provides residential mortgages; commercial and multi-family mortgages and commercial construction loans; home equities, such as home equity lines of credit and second mortgage loans; commercial and industrial loans comprising term loans and lines of credit; consumer loans, includes direct automobile, recreational vehicle, boat, home improvement, and personal loans; other loans consist of cash reserves, overdrafts, and loan clearing accounts; and installment loans. In addition, the company sells various premium-based insurance policies, including business and personal insurance, employee benefits, surety bonds, risk management, life, disability, and long-term care coverage, as well as provides claims adjusting services to various insurance companies; and non-deposit investment products, such as annuities and mutual funds. Evans Bancorp, Inc. was founded in 1920 and is headquartered in Williamsville, New York.",6460 Main Street,Williamsville,NY,14221,United States,42.96679665472675,-78.71261197082354,379.0
FGBI,Financial Services,Banks—Regional,https://www.fgb.net,"First Guaranty Bancshares, Inc. operates as the holding company for First Guaranty Bank that provides commercial banking services in Louisiana and Texas. It offers various deposit products, including personal and business checking, savings, money market, and demand accounts, as well as time deposits to consumers, small businesses, and municipalities. The company also provides loans, such as non-farm, non-residential loans secured by real estate, commercial and industrial loans, one- to four-family residential loans, multifamily loans, construction and land development loans, agricultural loans, farmland loans, and consumer and other loans to small to medium-sized businesses and professionals, and individuals. In addition, it offers a range of consumer services, including credit cards, mobile deposit capture, safe deposit boxes, official checks, online and mobile banking, automated teller machines, and online bill pay; provides additional solutions, such as merchant services, remote deposit capture, and lockbox services to business customers; and invests a portion of its assets in securities issued by the United States Government and its agencies, state and municipal obligations, corporate debt securities, mutual funds, and equity securities, as well as invests in mortgage-backed securities primarily issued or guaranteed by United States Government agencies or enterprises. First Guaranty Bancshares, Inc. was founded in 1934 and is headquartered in Hammond, Louisiana.",400 East Thomas Street,Hammond,LA,70401,United States,30.50474000652541,-90.45681401642823,465.0
WNEB,Financial Services,Banks—Regional,https://www.westfieldbank.com,"Western New England Bancorp, Inc. operates as the holding company for Westfield Bank that provides a range of commercial and retail banking products and services to individuals and businesses. The company accepts various deposit accounts, including interest-bearing and noninterest-bearing checking, commercial checking, business, nonprofit and municipal checking, savings, money market and sweep, individual retirement, and other savings accounts; time deposits; certificates of deposit; and interest on lawyer's trust accounts. It also offers residential real estate loans, including first mortgages, home equity loans, and home equity lines, and secured by one-to-four family residential properties; commercial and industrial loans, such as letters of credit, revolving lines of credit, working capital, equipment financing, and term loans; commercial mortgage loans; construction and land development loans; home equity loans comprising home equity revolving loans and lines of credit; and consumer loans, including automobile, spa and pool, collateral, and personal lines of credit. In addition, the company provides automated teller machine (ATM), telephone and online banking, remote deposit capture, cash management, overdraft and safe deposit facility, and night deposit services. The company was formerly known as Westfield Financial, Inc. and changed its name to Western New England Bancorp, Inc. in October 2016. Western New England Bancorp, Inc. was founded in 1853 and is headquartered in Westfield, Massachusetts.",141 Elm Street,Westfield,MA,01085,United States,42.123545176407106,-72.74791111831922,289.0
FCCO,Financial Services,Banks—Regional,https://www.firstcommunitysc.com,"First Community Corporation operates as the bank holding company for First Community Bank which offers various commercial and retail banking products and services to small-to-medium sized businesses, professionals, and individuals. The company operates through Commercial and Retail Banking, Mortgage Banking, and Investment Advisory and Non-Deposit segments. Its deposit products include checking, NOW, savings, and individual retirement accounts; and demand deposits, as well as other time deposits, such as daily money market accounts and longer-term certificates of deposit. The company's loan portfolio comprises commercial loans that consist of secured and unsecured loans for working capital, business expansion, and the purchase of equipment and machinery; consumer loans, including secured and unsecured loans for financing automobiles, home improvements, education, and personal investments; real estate construction and acquisition loans; and fixed and variable rate mortgage loans. It also provides other banking services, which include online banking, internet banking, cash management, safe deposit boxes, travelers checks, direct deposit of payroll and social security checks, and automatic drafts for various accounts. In addition, the company offers non-deposit investment products and other investment brokerage services; VISA and MasterCard credit card services; investment advisory services; and insurance services. The company was incorporated in 1994 and is headquartered in Lexington, South Carolina.",5455 Sunset Boulevard,Lexington,SC,29072,United States,33.998138003050414,-81.21719001849051,254.0
HWBK,Financial Services,Banks—Regional,https://www.hawthornbancshares.com,"Hawthorn Bancshares, Inc. operates as the bank holding company for Hawthorn Bank that provides commercial and personal banking services. It accepts checking, savings, money market, individual retirement, and other time deposit accounts; and certificates of deposit. The company also offers commercial and industrial, single payment personal, installment, commercial and residential real estate, and consumer loans, as well as equipment, operating, and small business administration loans; and debit and credit cards. In addition, it provides trust services that include estate planning, investment, and asset management services; and cash management, safety deposit box, brokerage, and Internet banking services. Hawthorn Bancshares, Inc. was founded in 1865 and is headquartered in Jefferson City, Missouri.",132 East High Street,Jefferson City,MO,65102,United States,38.57599602014571,-92.171532973727,299.0
OPBK,Financial Services,Banks—Regional,https://www.myopenbank.com,"OP Bancorp operates as the bank holding company for Open Bank that provides banking products and services in California. It offers demand, checking, savings, money market, and time deposit accounts, as well as certificates of deposit. The company also provides commercial real estate, small business administration, commercial and industrial business, single-family residential, term, consumer, and home mortgage loans; trade financing products; and letters of credit, and SWIFT and export advice. In addition, it offers debit and credit card, online transfer and bill payment, electronic delivery of customer statements, and mobile banking solutions for iPhone and Android phones, including remote check deposit with mobile bill pay; direct deposits, cashier's checks, person to person payments, wire transfers, and automated clearing house (ACH) services; and cash management services, including balance reporting, transfers between accounts, wire transfer initiation, ACH origination, and stop payment services, as well as remote deposit capture, positive pay, zero balance accounts, and sweep accounts. The company operates full branch offices in Downtown Los Angeles, Los Angeles Fashion District, Los Angeles Koreatown, Gardena, Buena Park, and Santa Clara in California; and Carrollton, Texas. It also has loan production offices in Atlanta, Georgia; Aurora, Colorado; and Lynnwood and Seattle in Washington. The company was founded in 2005 and is headquartered in Los Angeles, California.",1000 Wilshire Boulevard,Los Angeles,CA,90017,United States,34.050850995839966,-118.2608029797025,221.0
HMST,Financial Services,Banks—Regional,https://www.homestreet.com,"HomeStreet, Inc. operates as the bank holding company for HomeStreet Bank that provides commercial, mortgage, and consumer/retail banking services primarily in the Western United States. The company offers personal and business checking, savings accounts, interest-bearing, money market accounts, and certificates of deposit; credit cards; insurance; and cash management services. Its loan products include commercial real estate (CRE), multifamily, construction and land development, owner occupied CRE and commercial business loans; and single family, home equity, and other loans. In addition, the company offers online, mobile, and telephone banking. HomeStreet, Inc. serves small and medium sized businesses, real estate investors, professional firms, and individuals. The company was formerly known as Continental Mortgage and Loan Company. HomeStreet, Inc. was incorporated in 1921 and is headquartered in Seattle, Washington.",601 Union Street,Seattle,WA,98101,United States,47.61040500253924,-122.33215402920365,920.0
WMPN,Financial Services,Banks—Regional,https://www.williampenn.bank,"William Penn Bancorporation operates as the holding company for William Penn Bank that provides retail and commercial banking products and related financial services in the United States. The company offers time, savings, and demand deposits; certificates of deposit; and checking, money market, savings and club, and individual retirement accounts. It also provides one- to four-family residential and investor commercial real estate, non-residential real estate, multi-family residential, commercial business and consumer, residential and commercial construction, and land loans, as well as home equity loans and lines of credit, small business administration loans, and CDARS. It serves individuals, businesses, and government customers. The company offers its services through full-service branch offices in Bucks and Philadelphia counties, Pennsylvania; and Burlington and Camden Counties, New Jersey. William Penn Bancorporation was founded in 1870 and is headquartered in Bristol, Pennsylvania.",10 Canal Street,Bristol,PA,19007,United States,40.10158701338878,-74.85492703265274,112.0
OVBC,Financial Services,Banks—Regional,https://www.ovbc.com,"Ohio Valley Banc Corp. operates as the bank holding company for The Ohio Valley Bank Company that provides commercial and consumer banking products and services. The company operates in two segments, Banking and Consumer Finance. It accepts various deposit products, including checking, savings, time, and money market accounts, as well as individual retirement accounts, demand deposits, NOW accounts, and certificates of deposit. The company also provides various residential real estate loans, including one-to four-family residential mortgages; commercial loans for securing equipment, inventory, stock, commercial real estate, and rental property; and consumer loans secured by automobiles, mobile homes, recreational vehicles, and other personal property, as well as personal loans, unsecured credit card receivables, floor plan and student loans, and construction loans. In addition, it offers safe deposit box, wire transfer, credit card, and Internet banking services; and financial management online services, such as cash management and news updates related to repossession auctions, current rates, and general bank news. Further, the company provides automatic teller machine services, consumer finance, seasonal tax preparation services, and commercial property and various liability insurance services, as well as trust and online-only consumer direct mortgage services. It operates offices in Ohio and West Virginia; and finance offices in Ohio. The company owns and operates ATMs, including off-site ATMs. Ohio Valley Banc Corp. was founded in 1872 and is headquartered in Gallipolis, Ohio.",420 Third Avenue,Gallipolis,OH,45631,United States,38.80978301577724,-82.20534398323174,275.0
ISTR,Financial Services,Banks—Regional,https://www.investarbank.com,"Investar Holding Corporation operates as the bank holding company for Investar Bank that provides a range of commercial banking products to individuals, professionals, and small to medium-sized businesses in South Louisiana. The company offers various deposit products and services, such as savings, checking, money market, and individual retirement accounts, as well as various certificates of deposit; debit cards; and mobile banking services, as well as credit cards. It also provides commercial real estate loans; commercial and industrial loans, including working capital lines of credit and equipment loans; loans for the construction of commercial projects, and single family residential and multifamily properties; one-to-four family residential real estate loans, such as second mortgage loans; consumer loans, such as secured and unsecured installment and term loans, home equity loans and lines of credit, and auto loans, as well as loans for personal, family, and household purposes. In addition, the company offers cash management products, including remote deposit capture, lockbox payment processing, virtual vault, electronic statements, positive pay, ACH origination and wire transfer, investment sweep accounts, and business internet banking services. Further, it provides various other banking services, such as cashiers' checks, direct deposit of payroll and social security checks, night depository, bank-by-mail, automated teller machine, interactive teller machines, merchant card, and mobile wallet payment services. Investar Holding Corporation was founded in 2006 and is headquartered in Baton Rouge, Louisiana.",10500 Coursey Boulevard,Baton Rouge,LA,70816,United States,30.41604576651754,-91.06389095590632,332.0
FNCB,Financial Services,Banks—Regional,https://www.fncb.com,"FNCB Bancorp, Inc. operates as the bank holding company for FNCB Bank that provides retail and commercial banking services to individuals, businesses, local governments, and municipalities in Northeastern Pennsylvania. The company offers checking, savings, money market, and certificate of deposit products. It also provides residential mortgage loans, and home equity term loans and lines of credit; construction, land acquisition, and development loans; commercial real estate loans; commercial and industrial loans, including lines of credit, dealer floor plan lines, equipment loans, vehicle loans, and term loans; consumer loans, such as secured and unsecured installment loans, automobile financing, lines of credit, and overdraft protection loans; state and political subdivision loans and leases; and purchased loans. In addition, the company offers debit cards; mobile and telephone banking, check imaging, and electronic statement services; remote deposit capture, merchant, treasury, and purchasing card services; and wealth management services. The company was formerly known as First National Community Bancorp, Inc. and changed its name to FNCB Bancorp, Inc. in October 2016. FNCB Bancorp, Inc. was founded in 1910 and is headquartered in Dunmore, Pennsylvania.",102 East Drinker Street,Dunmore,PA,18512,United States,41.42152998196963,-75.6304249892153,209.0
